num	app_num	제목	출원인	IPC	CPC
733	10-2020-0070437	전원 공급 장치 및 이를 포함하는 표시 장치(POWER SUPPLY AND DISPLAY DEVICE INCLUDING THE SAME)	SSD	G09G	G05F1/614
734	10-2020-0070565	표시 장치의 제조 방법(METHOD OF MANUFACTURING THE DISPLAY DEVICE)	SSD	H01L	B63B2043/042
735	10-2020-0069837	축합환 화합물을 포함한 발광 소자 및 상기 발광 소자를 포함한 전자 장치(light emitting device including condensed cyclic compound and electronic device including the light emitting device)	SSD	H01L	H01L51/0071
736	10-2020-0070205	반도체 소자(SEMICONDUCTOR DEVICES)	SSE	H01L	H01L21/823481
737	10-2020-0056077	액티브 디커플링 동작을 수행하는 전력 변환 장치(POWER CONVERTING DEVICE WITH ACTIVE POWER DECOUPLING OPERATION)	LGE	H02M	C08G64/0266
738	10-2019-7020557	음성 인식 기능을 제공하는 인공 지능 기기, 인공 지능 기기의 동작 방법(ARTIFICIAL INTELLIGENCE DEVICE FOR PROVIDING VOICE RECOGNITION FUNCTION AND METHOD FOR OPERATING ARTIFICIAL INTELLIGENCE DEVICE)	LGE	G10L	G10L15/22
739	10-2021-0174918	표시 장치(DISPLAY DEVICE)	SSD	G09G	G09G2320/043
740	10-2021-0013033	표시 장치(DISPLAY DEVICE)	SSE	H01L	H01L29/045
741	10-2020-0136088	연신 태그 장치 및 이를 포함하는 연신 센싱 시스템(FLEXIBLE TAG DEVICE AND FELXIBLE SENSING SYSTEM COMPRISING THE SAME)	SSE	G06K	C08G2261/94
742	10-2020-0071128	공기조화기의 실내기(Indoor unit of air conditioner)	LGE	F24F	F24F13/1413
743	10-2020-0071003	V2X 시스템에서 단말 간 협력을 통한 자원 할당 방법 및 장치(A METHOD AND AN APPARATUS FOR RESOURCE ALLOCATION BY INTER-UE COORDINATION IN VEHICLE-TO-EVERYTHING SYSTEM)	SSE	H04W	B62B1/206
744	10-2020-0070783	식기세척기 및 가전기기(DISHWASHER AND HOME APPLIANCE)	SSE	E06B	G07D5/06
745	10-2021-0170344	유기 발광 표시 장치(ORGANIC LIGHT EMITTING DISPLAY DEVICE)	SSD	G09G	H01L2224/3757
746	10-2020-0070544	음료 제조기(BEVERAGE MAKER)	LGE	C12C	B67D1/0064
747	10-2020-0070114	플렉서블 디스플레이를 포함하는 전자 장치(ELECTRONIC DEVICE INCLUDING FLEXIBLE DISPLAY)	SSE	G06F	H04M1/0268
748	10-2020-0069844	헤테로시클릭 화합물 및 이를 포함한 발광 소자(Heterocyclic compound and light emitting device including the same)	SSD	H01L	H01L51/0062
749	10-2020-0119982	전자 장치 및 전자 장치의 제어 방법(ELECTRONIC DEVICE AND CONTROLLING METHOD OF ELECTRONIC DEVICE)	SSE	H04N	B41J1/12
750	10-2020-0070582	가스 센서, 센서 어레이 모듈 및 이를 포함하는 모바일 장치(Gas sensor, sensor array module and mobile device including the same)	SSE	G01N	G01N27/16
751	10-2020-0070492	세라믹 하우징을 포함하는 전자 장치에서 mmWave 안테나의 성능을 개선하기 위한 장치 및 방법(METHOD FOR IMPROVING THE EFFICIENCY OF MMWAVE ANTENNA IN ELECTRONIC DEVICE COMPRISING THE CERAMIC HOUSING AND DEVICE THEREOF)	SSE	H01Q	H01Q1/243
752	10-2020-0069442	표시장치 및 이의 제조 방법(DISPLAY APPARATUS AND MANUFACTURING METHOD OF THE SAME)	SSD	H01L	G01M11/331
753	10-2021-0164391	반도체 장치(SEMICONDUCTOR DEVICE)	SEL	H01L	D05D2305/26
754	10-2020-0070271	매거진 지지 장치 및 이를 포함하는 반도체 제조 장비(A EQUIPMENT SUPPORTING A MAGAZINE AND A EQUIPMENT MANUFACTURING SEMICONDUCTOR INCLUDING THE SAME)	SSE	H01L	C12Y603/02001
755	10-2020-0070151	인덕터 구조체를 갖는 반도체 패키지(Semiconductor packages having inductor structures)	SSE	H01L	H01L28/10
756	10-2021-0174679	유기전계 발광소자의 제조방법(Method for fabricating organic electro-luminescent device)	LGD	H01L	H05G1/085
757	10-2020-0084909	전자 장치 및 전자 장치의 제어 방법(ELECTRONIC DEVICE AND CONTROLLING METHOD OF ELECTRONIC DEVICE)	SSE	H04N	H01L2224/17104
758	10-2020-0071869	전자장치 및 이의 제조방법(ELECTRONIC DEVICE AND MANUFACTURING METHOD OF THE SAME)	SSD	G02B	C12Q2326/92
759	10-2019-7020209	인공 지능형 뇌파 측정 밴드와 이를 이용한 학습 시스템 및 방법(ARTIFICIAL INTELLIGENCE BRAIN-WAVE MEASUREMENT BAND AND LEARNING SYSTEM AND METHOD USING SAME)	LGE	A61B	G06Q50/20
760	10-2021-7032630	통합된 액세스 및 백홀 네트워크들에서 공간 분할 멀티플렉싱 동작의 지원(SUPPORTING SPATIAL DIVISION MULTIPLEXING OPERATION IN INTEGRATED ACCESS AND BACKHAUL NETWORKS)	QLC	H04W	H04L29/08477
761	10-2021-0073266	향상된 광 부하 관리를 갖는 고성능 2단 전력 컨버터(HIGH PERFORMANCE TWO STAGE POWER CONVERTER WITH ENHANCED LIGHT LOAD MANAGEMENT)	APPLE	H02M	H02M7/5236
762	10-2021-0064956	조성물 및 이를 포함한 유기 발광 소자(Composition and organic light emitting device including the same)	SSE	H01L	H01F10/265
763	10-2021-0058736	폴딩 동작 및 슬라이딩 동작이 가능한 전자 장치(Electronic device capable of folding motion and sliding motion)	SSE	G06F	H04M1/0212
764	10-2020-0070576	냉장고(REFRIGERATOR)	LGE	F25D	F25D19/00
765	10-2020-0129870	웨어러블 장치 및 이의 동작 방법(WEARABLE APPARATUS AND OPERATION METHOD THEREOF)	SSE	A63B	G05B2219/41388
766	10-2020-0069926	디스플레이 장치(Display apparatus)	SSD	H01L	H01J11/36
767	10-2020-0070370	전자 장치 및 전자 장치에서 디스플레이 구동 신호 기반의 동기화 방법(ELECTRONIC DEVICE AND METHOD FOR SYNCHRONIZING BASED ON DISPLAY DRIVING SIGNAL)	SSE	G06F	Y02P60/22
768	10-2020-0069516	표시 장치(DISPLAY DEVICE)	SSD	G09G	F16H3/60
769	10-2020-0069486	유기 발광 표시 장치, 및 유기 발광 표시 장치의 구동 방법(ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE, AND METHOD OF OPERATING AN ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE)	SSD	G09G	G05B2219/35549
770	10-2020-0070160	반도체 증착 모니터링 장치(Semiconductor deposition monitoring device)	SSE	C30B	H01L21/67242
771	10-2020-0052658	태양 전지 패널 및 이의 제조 방법(SOLAR CELL PANEL AND METHOD FOR MANUFACTURING THE SAME)	LGE	H01L	H01L31/05
772	10-2021-7040575	카바졸 유도체, 및 카바졸 유도체를 사용하는 발광 소자, 발광 장치 및 전자 기기(Carbazole derivative, and light-emitting element, light-emitting device, and electronic device using carbazole derivative)	SEL	C07D	C07C35/42
773	10-2020-0070375	반도체 패키지 및 반도체 패키지의 제조 방법(SEMICONDUCTOR PACKAGE AND METHOD OF MANUFACTURING THE SEMICONDUCTOR PACKAGE)	SSE	H01L	H03K2217/94111
774	10-2020-0070305	2상 모터 어셈블리(Two-phase motor assembly)	LGE	H02P	G05B2219/41296
775	10-2021-7035707	NR V2X에서 S-SSB를 전송하는 방법 및 장치(METHOD AND DEVICE FOR TRANSMITTING S-SSB IN NR V2X)	LGE	H04L	H04J11/0069
776	10-2021-7034167	다수의 암호화 디지털 서명들을 사용한 콘텐츠 액세스와 콘텐츠 전달의 인가 분리(SEPARATING THE AUTHORIZATION OF CONTENT ACCESS AND CONTENT DELIVERY USING MULTIPLE CRYPTOGRAPHIC DIGITAL SIGNATURES)	GOOGLE	G06F	G11B20/0076
777	10-2020-0053265	공기청정기(Air Cleaner)	LGE	F24F	F24F2001/004
778	10-2021-0075627	깊이 검출을 위한 히스토그램 비닝 시스템 및 방법(SYSTEM AND METHOD FOR HISTOGRAM BINNING FOR DEPTH DETECTIION)	SSE	G01S	H04N5/36965
779	10-2020-0070467	복수의 디스플레이 모듈을 각각 인식하기 위한 전자 장치 및 멀티 디스플레이 인식 방법(ELECTRONIC APPRATUS FOR RECOGNIZING EACH OF DISPLAY MODULES AND MULTI-DIPLAY RECOGNIZING METHOD)	SSE	G06F	A61B5/035
780	10-2020-0070377	발광 표시 장치 및 그의 열화 센싱 방법(LIGHT EMITTING DISPLAY DEVICE AND METHOD FOR SENSING DEGRADATION OF THE SAME)	LGD	G09G	G09G3/3208
781	10-2020-0070357	집적회로 장치(Integrated circuit devices)	SSE	H01L	H01L29/785
782	10-2020-0070087	음료 제조기(BEVERAGE MAKER)	LGE	C12C	C12C13/10
783	10-2020-0069437	표시 장치 및 이의 제조 방법(DISPLAY DEVICE AND MANUFACTURING METHOD FOR THE SAME)	SSD	H01L	B68C1/126
784	10-2021-0059953	폴딩 동작 및 슬라이딩 동작이 가능한 전자 장치(Electronic device capable of folding motion and sliding motion)	SSE	G06F	Y02P60/22
785	10-2021-0023123	표시 장치(Display device)	SSE	H01L	H01L33/16
786	10-2020-0070358	멀티미디어 컨텐츠를 생성하는 디스플레이 장치 및 그 동작방법(Display device for generating multimedia contents and method thereof)	SSE	H04N	H03F2203/45622
787	10-2020-0070138	리던던시 블록과 관련된 정보에 기반하여 데이터의 전송 속도를 제어하는 전자 장치 및 전자 장치의 동작 방법(ELECTRONIC DEVICE FOR CONTROLLING TRANSFER RATE OF DATA BASD ON INFORMATION ASSOCIATED WITH REDUNDANCY BLOCK AND METHOD FOR THE SAME)	SSE	H04L	H04L29/06204
788	10-2020-0069513	표시 장치(DISPLAY DEVICE)	SSD	H01L	G05B2219/37565
789	10-2020-0069608	휘도 보상 장치, 이를 포함하는 디스플레이 시스템 및 휘도 보상 방법(LUMINANCE COMPENSATING APPARATUS, DISPLAY SYSTEM HAVING THE SAME AND METHOD OF COMPENSATING LUMINANCE)	SSD	G09G	C09K19/3491
790	10-2021-0025064	SSD에서의 라이트 명령하기(WRITE ORDERING IN SSDs)	SSE	G06F	G06F9/45508
791	10-2020-0069614	수직형 메모리 장치 및 그 제조 방법(VERTICAL MEMORY DEVICES AND METHODS OF MANUFACTURING THE SAME)	SSE	H01L	H01L27/11582
792	10-2020-0069404	무선 통신 시스템에서 스케줄링 방법 및 장치(A method and apparatus for scheduling in a wireless communication system)	SSE	H04W	H04W72/1289
793	10-2020-0069094	헤드업 디스플레이 시스템(Head-up display system)	SSE	G02B	G02B27/0101
794	10-2021-7036452	표시 장치 및 시스템(DISPLAY DEVICE AND SYSTEM)	SEL	H01L	Y10S148/141
795	10-2021-0169332	발광소자 패키지(Light emitting device package)	SSE	H01L	H01L2224/48247
796	10-2021-0060062	부트스트랩이 있는 셀프-바이어싱 션트 스위치(SELF-BIASING SHUNT SWITCH WITH BOOTSTRAPPING)	SSE	H03K	B29C65/3408
797	10-2020-0069862	복수의 증폭기를 이용한 신호의 증폭을 수행하는 통신 회로와 그것을 구비한 전자 장치(COMMUNICATION CIRCUITRY PERFORMING AMPLIFYING SIGNAL USING A PLURALITY OF AMPLIFIER AND ELECTRONIC DEVICE COMPRISING THE COMMUNICATION CIRCUITRY)	SSE	H03F	A61F2/1643
798	10-2020-0069852	인증을 수행하는 방법, 장치 및 기록매체(Method and apparatus for performing authentication and recording medium thereof)	SSE	G06F	H04L9/3231
799	10-2020-0069172	표시 장치(DISPLAY DEVICE)	SSD	H01L	H01L2251/558
800	10-2020-0069122	표시 장치(DISPLAY DEVICE)	SSD	H01L	H01L27/3276
801	10-2020-0069851	이중접속 네트워크에서 패킷을 재전송하는 방법 및 장치(METHOD AND APPARATUS FOR RETRANSMITTING PACKETS IN DUAL CONNECTIVITY NETWORK)	SSE	H04L	H04Q2213/29
802	10-2020-0069831	단순한 셀 상호연결을 포함하는 집적 회로 및 이를 설계하는 방법(INTEGRATED CIRCUIT INCLUDING SIMPLE CELL INTERCONNECTION AND METHOD FOR DESIGNING THE SAME)	SSE	H01L	G06F30/394
803	10-2020-0069711	디스플레이 장치, 디스플레이 장치 제어방법 및 디스플레이 시스템(DISPLAY APPARATUS, CONTROLLING METHOD OF DISPLAY DEVICE AND DISPLAY SYSTEM)	SSE	H04N	G06F3/0433
804	10-2020-0069611	첨단 운전자 지원 장치 및 이의 객체를 검출하는 방법(ADVANCED DRIVER ASSIST DEVICE AND METHOD OF DETECTING OBJECT IN THE SAEM)	SSE	G06T	G06T2210/12
805	10-2020-0069511	반도체 제조 장치 및 그의 동작 방법(SEMICONDUCTOR MANUFACTURING APPARATUS AND OPERATING METHOD THEREOF)	SSE	G03F	H01S3/08004
806	10-2020-0069111	칩 온 필름, 표시 장치, 칩 온 필름의 제조 방법, 및 칩 온 필름의 제조 장치(Chip on film, display device, method of fabricating chip on film, device for fabricating chip on film)	SSD	H01L	G02F1/13452
807	10-2020-0069849	ESD 소자, 및 그 소자를 포함하는 ESD 보호 회로(ESD(Electrostatic Discharge) device and ESD protection circuit comprising the same)	SSE	H01L	H01L23/60
808	10-2020-0069189	발광 소자의 검사 장치, 이를 이용한 발광 소자의 검사 방법 및 표시 장치의 제조 방법(Device for inspecting of a light emitting element, method for inspecting of the light emitting element and method for manufacturing of the display device using the same)	SSD	H01L	H01J9/42
809	10-2021-0172760	반도체 장치(SEMICONDUCTOR DEVICE)	SEL	G02F	G02F1/133345
810	10-2020-0115976	메모리 장치 및 이를 포함하는 전자 장치(Memory device and electroic device including the same)	SSE	G06F	H05K2201/10159
811	10-2020-0069036	카메라 모듈, 카메라 모듈의 동작 방법, 그리고 카메라 모듈을 포함하는 전자 장치(CAMERA MODULE, OPERATING METHOD OF CAMERA MODULE, AND ELECTRONIC DEVICE INCLDUING CAMERA MODULE)	SSE	H04N	H04N1/2036
812	10-2020-0069026	반도체 소자(SEMICONDUCTOR DEVICES)	SSE	H01L	H01L21/823481
813	10-2020-0066946	공기청정기(Air Cleaner)	LGE	F24F	F24F2001/004
814	10-2021-7032585	최대 허용가능한 노출 근접 센서 결함 검출을 위한 방법 및 장치(A METHOD AND APPARATUS FOR MAXIMUM PERMISSIBLE EXPOSURE PROXIMITY SENSOR FAULT DETECTION)	QLC	H04B	B41J2/3855
815	10-2021-0054635	용량성 소자를 포함하는 감지 회로를 포함하는 전력 관리 집적 회로(POWER MANAGIMENT INTEGRATED CIRCUIT INCLDUING DETECTION CIRCUIT INCLUDING CAPACITIVE ELEMENT)	SSE	H02M	G01R19/2513
816	10-2020-0100625	위상 왜곡을 교정하여 레이더 신호를 처리하는 방법 및 장치(METHOD AND APPARATUS OF PROCESSING RADAR SIGNAL BY CORRECTING PHASE DISTORTION)	SSE	G01S	H01Q3/2605
817	10-2020-0096905	정전기 유도 구조를 포함하는 전자 장치(ELECTRONIC DEVICE INCLUDING ELECTROSTATIC INDUCTION STRUCTURE)	SSE	H05K	G06F1/1652
818	10-2020-0069845	집적회로 소자 및 그 제조 방법(Integrated circuit device and method of manufacturing the same)	SSE	H01L	H01L29/785
819	10-2020-0069815	3차원 반도체 메모리 장치(THREE-DIMENSIONAL SEMICONDUCTOR MEMORY DEVICES)	SSE	H01L	H01L45/1233
820	10-2020-0069665	반도체 패키지(SEMICONDUCTOR PACKAGE)	SSE	H01L	G03C1/496
821	10-2020-0052735	2단 가변높이 구조를 가진 크린룸용 조립식 시스템 천장(Prefabricated system ceiling for clean room with double variable height structure)	SSE	E04B	E04G11/50
822	10-2021-0072687	차량 내의 적어도 하나의 전자 기기의 충전을 제어하는 충전 제어 장치 및 방법(A CHARGING CONTROL APPARATUS AND METHOD FOR CONTROLLING CHARGING OF AT LEAST ONE ELECTRONIC DEVICE IN A VEHICLE)	LGE	H02J	H02J7/0052
823	10-2020-0069857	하우징을 포함하는 전자 장치(AN ELECTRONIC DEVICE COMPRISING A HOUSING)	SSE	H04M	F02B27/001
824	10-2020-0069847	전자 장치의 근접성을 결정하는 방법 및 장치(METHOD AND DEVICE FOR DETERMINING PROXIMITY OF ELECTRONIC DEVICE)	SSE	H04W	G05B2219/39466
825	10-2020-0069557	반도체 패키지(SEMICONDUCTOR PACKAGE)	SSE	H01L	H01L2224/02333
826	10-2020-0069147	인쇄 회로 필름, 표시 장치, 및 인쇄 회로 필름의 제조 방법(Frinted curcuit film, display device, and method of fabricating frinted curcuit film)	SSD	H05K	H05K1/118
827	10-2020-0124653	메시지들을 위한 사용자 인터페이스들(USER INTERFACES FOR MESSAGES)	APPLE	G06Q	G01V2210/144
828	10-2020-0069103	가이드 필름, 가이드 필름의 제조 방법, 표시 장치의 제조 장치, 및 표시 장치의 제조 방법(Guide film, Method of fabricating guide film, manufacturing device for fabricating display device and method of fabricating display device)	SSD	H01L	G09F9/301
829	10-2020-0052733	보강 용이성과 수평조정 및 가변높이 구조를 갖는 크린룸용 조립식 시스템 천장(Prefabricated system ceiling for clean room with reinforcement easy and horizontal adjusting and variable height structure)	SSE	E04B	E04G11/48
830	10-2020-0124648	메시지들을 위한 사용자 인터페이스들(USER INTERFACES FOR MESSAGES)	APPLE	G06Q	H04M1/72572
831	10-2021-0165774	음료 제조기(BAVERAGE MAKER)	LGE	C12C	C12C13/10
832	10-2020-0069098	유기금속 화합물 및 이를 포함한 유기 발광 소자(Organometallic compound and organic light emitting device including the same)	SSD	H01L	H01L51/0062
833	10-2021-7039832	전자 디바이스들 내의 패턴화된 유리 층들(PATTERNED GLASS LAYERS IN ELECTRONIC DEVICES)	APPLE	H04M	H03F3/06
834	10-2021-7033182	비디오 타임 앵커(VIDEO TIMED ANCHORS)	GOOGLE	G11B	G11B27/105
835	10-2021-0167241	비디오 신호 처리 방법 및 장치(A METHOD AND AN APPARATUS FOR PROCESSING A VIDEO SIGNAL)	LGE	H04N	B43M13/00
836	10-2021-0168722	방송 시스템에서 디바이스들 간에 정보를 송수신하는 방법 및 장치(METHOD AND DEVICE FOR TRANSMITTING/RECEIVING INFORMATION IN A BROADCASTING SYSTEM)	SSE	H04N	H04L29/12084
837	10-2020-0069221	흡진장치(VIBRATION ABSORBER)	LGE	F16L	F16L55/041
838	10-2020-0069101	유기금속 화합물 및 이를 포함한 유기 발광 소자(Organometallic compound and organic light emitting device including the same)	SSE	C07F	H01L51/0062
839	10-2020-0069282	투명 표시 장치(TRANSPARENT DISPLAY DEVICE)	LGD	G06F	H01L27/323
840	10-2020-0068442	게이트 드라이버 및 이를 포함하는 표시 장치(GATE DRIVER AND DISPLAY DEVICE INCLUDING THE SAME)	SSD	G09G	H03K21/18
841	10-2020-0055422	음료 제조기 및 그 운전 방법(BEVERAGE MAKER AND CONTROL METHOD OF THE SAME)	LGE	A47J	C12C13/10
842	10-2020-0069129	시야각 조절 패널 및 이를 구비한 시야각 조절 표시 장치(Viewing Angle Control Panel And Viewing Angle Controllable Display Having The Same)	LGD	G02B	G06K15/402
843	10-2020-0068599	표시 장치(display device)	SSD	H01L	H01L27/3262
844	10-2020-0068459	표시 장치(DISPLAY DEVICE)	SSD	H01L	G02F1/133509
845	10-2020-0068129	색 제어 부재 및 이를 포함하는 표시 장치(COLOR CONTROL MEMBER AND DISPLAY DEVICE INCLUDING THE SAME)	SSD	H01L	B29C47/043
846	10-2019-7027989	파워 어시스트 기능을 갖는 카트의 핸들 어셈블리 및 카트(CART AND CART HANDLE-ASSEMBLY HAVING POWER ASSIST FUNCTION)	LGE	B62B	F16D65/095
847	10-2021-7037706	무선 통신 시스템에서 신호를 송수신하는 방법 및 장치(METHOD AND DEVICE FOR TRANSMITTING OR RECEIVING SIGNAL IN WIRELESS COMMUNICATION SYSTEM)	LGE	H04W	B65H2301/533
848	10-2020-0068126	표시장치 및 이의 제조 방법(DISPLAY DEVICE AND METHOD FOR MANUFACTURING THEREOF)	SSD	H01L	G02F1/1345
849	10-2020-0069330	안테나 구조 및 이를 포함하는 전자 장치(ANTENNA STURCTURE AND ELECTRONIC DEVICE INCLUDING THE SAME)	SSE	H01Q	H01P1/2016
850	10-2020-0069200	포토레지스트 조성물(Photoresist Composition)	SSE	G03F	G03F7/42
851	10-2020-0069130	광 셔터 패널 및 이를 구비한 투명 표시 장치(Light Shutter Panel And Transparent Display Having The Same)	LGD	H01L	G02F1/133512
852	10-2020-0069100	뉴럴 네트워크를 구현하는 장치 및 그 동작 방법(APPARATUS FOR IMPLEMENTING NEURAL NETWORK AND OPERATION METHOD THEREOF)	SSE	G06N	G06F7/523
853	10-2020-0068600	표시 장치(Display apparatus)	SSD	H01L	G02F1/133512
854	10-2020-0067710	표시 장치 및 표시 장치의 제조 방법(DISPLAY DEVICE AND METHOD FOR MANUFACTURING THE SAME)	SSD	H01L	H01L27/3246
